id,example_ja,example_zh
n1_egg_0902,真夏の太陽が強く照りつける。,盛夏的太陽強烈照射。
n1_egg_0903,レーダーが遠くの船を探知した。,雷達探測到遠方的船隻。
n1_egg_0904,試験後に模範解答が公開された。,考試後公布了標準答案。
n1_egg_0905,未成年の飲酒は法律で禁じられている。,法律禁止未成年飲酒。
n1_egg_0906,彼は相手の失敗を揶揄するような発言をした。,他說了像是在嘲諷對方失敗的話。
n1_egg_0907,この川には多くの魚が生息している。,這條河裡棲息著許多魚。
n1_egg_0908,都市部は人口密度が高い。,都市地區人口密度高。
n1_egg_0909,このホテルの客室はすべて禁煙だ。,這家飯店的客房全都禁菸。
n1_egg_0910,机の上に塵が積もっていた。,桌上積了灰塵。
n1_egg_0911,河原で子どもたちが石を拾っていた。,孩子們在河灘撿石頭。
n1_egg_0912,雨上がりの田んぼで蛙が鳴いている。,雨後的水田裡青蛙在叫。
n1_egg_0913,彼女は毅然とした態度で反論した。,她以毅然的態度反駁。
n1_egg_0914,地域の文化を大切に育んでいきたい。,想好好培育地方文化。
n1_egg_0915,相手の実力を見定めてから作戦を立てた。,看清對方實力後才制定作戰。
n1_egg_0916,彼らは新しい市場を切り開いた。,他們開拓了新的市場。
n1_egg_0917,彼女の顔には喜びがたたえられていた。,她臉上洋溢著喜悅。
n1_egg_0918,神社の境内で祭りが開かれた。,神社境內舉行了祭典。
n1_egg_0919,事故で車体の前方が大きく壊れた。,事故使車身前方嚴重損壞。
n1_egg_0920,この素材は軽いが、衝撃にもろい。,這種材料很輕，但不耐衝擊。
n1_egg_0921,大手企業が小さな会社を買収した。,大型企業收購了小公司。
n1_egg_0922,彼女は苦労をいとわず研究を続けた。,她不厭辛苦地持續研究。
n1_egg_0923,現場の声を吸い上げて制度を改善する。,吸納現場聲音來改善制度。
n1_egg_0924,駅まで直線で結ぶ道路ができた。,建了一條直通車站的道路。
n1_egg_0925,新規の利用者向けに説明会を開く。,為新使用者舉辦說明會。
n1_egg_0926,事故の後、一時的に痛みの知覚が鈍くなった。,事故後，疼痛知覺一度變得遲鈍。
n1_egg_0927,評論家はその映画を絶賛した。,評論家大力讚賞那部電影。
n1_egg_0928,畑では麦が金色に実っていた。,田裡的麥子結成金黃色。
n1_egg_0929,駅の近辺で安い食堂を探した。,在車站附近找便宜餐廳。
n1_egg_0930,彼は目標に向かって突っ走ってきた。,他一路朝目標衝了過來。
n1_egg_0931,彼には一片の迷いもなかった。,他沒有一絲迷惘。
n1_egg_0932,新しい設備は来月から稼働する。,新設備從下個月開始運轉。
n1_egg_0933,大事な場面でしくじってしまった。,在重要場面搞砸了。
n1_egg_0934,長年争っていた二人はようやく和解した。,爭執多年的兩人終於和解。
n1_egg_0935,二つの商品の違いは一目瞭然だ。,兩個商品的差異一目瞭然。
n1_egg_0936,広告は商品の安全性を高く謳っている。,廣告大力宣稱商品的安全性。
n1_egg_0937,今は正直に謝るのが得策だ。,現在誠實道歉才是上策。
n1_egg_0938,自国の産業を守る政策が議論されている。,保護本國產業的政策正在被討論。
n1_egg_0939,彼は営業部に配属された。,他被分派到業務部。
n1_egg_0940,彼女はこの仕事の責任者に適任だ。,她適合擔任這項工作的負責人。
n1_egg_0941,店は春らしい装いに変わった。,店面換成春天風格的裝飾。
n1_egg_0942,いざという時のために避難場所を確認しておく。,為了緊急時刻，先確認避難場所。
n1_egg_0943,親方の指導で職人として成長した。,在師傅指導下成長為工匠。
n1_egg_0944,学校に隣接する公園でイベントが行われた。,在學校旁邊的公園舉辦了活動。
n1_egg_0945,彼女の笑顔を見ると気持ちが和む。,看到她的笑容，心情就平靜下來。
n1_egg_0946,記念式典には多くの来賓が出席した。,許多貴賓出席了紀念典禮。
n1_egg_0948,修理には高額な費用がかかる。,修理需要大筆費用。
n1_egg_0949,不倫の報道で俳優の仕事が減った。,因婚外情報導，演員的工作減少了。
n1_egg_0950,彼は自分の弱さを友人にさらけ出した。,他向朋友坦露了自己的脆弱。
n1_egg_0951,切羽詰まってから準備しても間に合わない。,等到迫不得已才準備也來不及。
n1_egg_0952,子どもたちは公園で犬と戯れていた。,孩子們在公園和狗玩耍。
n1_egg_0953,山奥の村で静かに暮らしている。,在深山村落裡安靜生活。
n1_egg_0954,上級生が新入生を案内した。,高年級學生帶領新生。
n1_egg_0955,彼女の亭主は小さな店を営んでいる。,她丈夫經營一家小店。
n1_egg_0956,警察は被害額を一億円と推定している。,警方推估損失金額為一億日圓。
n1_egg_0957,失敗から学ぶことは将来に有益だ。,從失敗中學習對將來有益。
n1_egg_0958,この施設は常時三名の職員が対応している。,這個設施平時由三名職員負責應對。
n1_egg_0959,突然の知らせに彼は茫然と立ち尽くした。,面對突如其來的消息，他茫然地站著。
n1_egg_0960,展示では作家の歩んだ軌跡を紹介している。,展覽介紹了作家走過的歷程。
n1_egg_0961,手続きが面倒臭くて後回しにしていた。,手續很麻煩，所以一直往後拖。
n1_egg_0962,夜中に蚊に刺されて目が覚めた。,半夜被蚊子叮醒。
n1_egg_0963,朝の草に露が光っていた。,早晨草上的露水閃閃發亮。
n1_egg_0964,彼は大量の注文を手際よくさばいた。,他俐落地處理了大量訂單。
n1_egg_0965,努力の報いとして昇進が決まった。,努力的回報是決定升職。
n1_egg_0966,台風で木が根こそぎ倒れた。,颱風把樹連根吹倒。
n1_egg_0967,その事件は政界全体を揺るがした。,那起事件震撼了整個政壇。
n1_egg_0968,彼は真新しい靴で入学式に出た。,他穿著嶄新的鞋子參加入學典禮。
n1_egg_0969,退職に伴うもろもろの手続きを済ませた。,我辦完了離職相關的各種手續。
n1_egg_0970,優勝をかけた一戦が始まった。,爭奪冠軍的一戰開始了。
n1_egg_0971,冬になると祖父は炭で火を起こした。,一到冬天，祖父就用炭生火。
n1_egg_0972,この表現は日常会話で使われる頻度が高い。,這個表達在日常會話中使用頻率很高。
n1_egg_0973,彼の話には少し誇張が混じっている。,他的話裡混了一點誇張。
n1_egg_0974,会社は多くの特許を保有している。,公司持有許多專利。
n1_egg_0975,山から清らかな水が流れてきた。,清澈的水從山上流下來。
n1_egg_0976,森には濃密な霧が立ち込めていた。,森林裡瀰漫著濃密的霧。
n1_egg_0977,彼の重厚な語り口が聴衆を引きつけた。,他沉穩厚重的談吐吸引了聽眾。
n1_egg_0978,その動画は爆発的に広まった。,那支影片爆炸性地傳開了。
n1_egg_0979,話の道筋を整理してから説明した。,整理好說話條理後再說明。
n1_egg_0980,鍋から白い蒸気が上がっている。,鍋裡冒出白色蒸氣。
n1_egg_0982,夜の繁華街は人でにぎわっていた。,夜晚的繁華街人潮熱鬧。
n1_egg_0983,油断が大きな災いを招くこともある。,疏忽有時會招來大災禍。
n1_egg_0984,彼女の笑顔には愛嬌がある。,她的笑容很討喜。
n1_egg_0985,新年のあいさつは我が家の恒例行事だ。,新年問候是我家的例行活動。
n1_egg_0986,子どもの行く末を案じる。,擔心孩子的將來。
n1_egg_0987,公平な裁きが求められている。,大家要求公平的裁決。
n1_egg_0988,移民の文化が地域社会に同化していった。,移民文化逐漸同化到地方社會中。
n1_egg_0989,この記事は関連資料にリンクしている。,這篇文章連結到相關資料。
n1_egg_0990,強く引っ張ると紙が千切れた。,用力一拉，紙就被撕碎了。
n1_egg_0991,新制度で古い慣習を一掃した。,用新制度徹底清除了舊習。
n1_egg_0992,社長の出張中は副社長が業務を代行する。,社長出差期間由副社長代行業務。
n1_egg_0993,機密資料を社外に持ち出してはいけない。,不能把機密資料帶出公司。
n1_egg_0994,小さな誤解が争いの発端となった。,小小的誤會成了爭執的開端。
n1_egg_0995,港町は海外との交易で栄えた。,港口城市因與海外交易而繁榮。
n1_egg_0996,彼の要求には際限がない。,他的要求沒有止境。
n1_egg_0997,資料は棚に整然と並べられている。,資料整齊地排列在架上。
n1_egg_0998,古い資料は地下の書庫に保管されている。,舊資料保管在地下書庫。
n1_egg_0999,配送中に商品の一部が破損した。,配送過程中商品有一部分損壞。
n1_egg_1000,正月に家族で餅を食べた。,新年時和家人一起吃年糕。
n1_egg_1001,画面に軽くタッチすると、地図が拡大される。,輕觸畫面後，地圖就會放大。
n1_egg_1002,電車の時間を勘違いして、駅まであたふた走った。,我搞錯電車時間，慌慌張張地跑到車站。
n1_egg_1003,この地域には希少な鉱物がわずかに残っている。,這個地區還留有少量稀有礦物。
n1_egg_1004,徹夜続きで、彼は別人のようにやつれていた。,連續熬夜後，他憔悴得像變了一個人。
n1_egg_1005,新人チームは最後まで奮闘し、接戦に持ち込んだ。,新人隊伍奮戰到最後，把比賽逼成拉鋸戰。
n1_egg_1006,久しぶりに会った友人と、駅前の喫茶店で話し込んだ。,我和久違的朋友在車站前的咖啡店聊了很久。
n1_egg_1007,彼は痛みを忍んで、最後まで舞台に立ち続けた。,他忍著疼痛，一直站在舞台上直到最後。
n1_egg_1008,交渉が決裂し、契約案はいったん白紙に戻された。,談判破裂後，合約草案暫時被恢復到空白狀態。
n1_egg_1009,新しい保育園は住宅地に近接している。,新的托嬰中心鄰近住宅區。
n1_egg_1010,薬品を扱う作業には細心の注意が求められる。,處理藥品的作業需要格外細心。
n1_egg_1011,検査後の体調はすこぶる良好だ。,檢查後的身體狀況非常良好。
n1_egg_1012,報告書は問題の核心に触れていなかった。,那份報告沒有觸及問題的核心。
n1_egg_1013,研究資料を無断で複製することは禁止されている。,未經許可複製研究資料是被禁止的。
